1,START,198606,2012-01-06 13:38:26+00:00,2012-01-06 13:38:26+00:00,No_resource
2,A_SUBMITTED,198606,2012-01-06 13:38:26+00:00,2012-01-06 13:38:27+00:00,112
3,A_PARTLYSUBMITTED,198606,2012-01-06 13:38:27+00:00,2012-01-06 13:38:28+00:00,112
4,A_PREACCEPTED,198606,2012-01-06 13:38:28+00:00,2012-01-06 13:39:13+00:00,112
5,W_Completerenaanvraag,198606,2012-01-06 13:39:13+00:00,2012-01-06 13:39:14+00:00,112
6,W_Completerenaanvraag,198606,2012-01-06 13:39:14+00:00,2012-01-06 20:19:41+00:00,10909
7,A_ACCEPTED,198606,2012-01-06 20:19:41+00:00,2012-01-06 20:31:38+00:00,10909
8,A_FINALIZED,198606,2012-01-06 20:31:38+00:00,2012-01-06 20:32:31+00:00,10909
9,O_SELECTED,198606,2012-01-06 20:31:38+00:00,2012-01-06 20:32:31+00:00,10909
10,O_CREATED,198606,2012-01-06 20:32:31+00:00,2012-01-06 20:32:33+00:00,10909
11,O_SENT,198606,2012-01-06 20:32:33+00:00,2012-01-06 20:32:33+00:00,10909
12,W_Nabellenoffertes,198606,2012-01-06 20:32:33+00:00,2012-01-06 20:32:33+00:00,10909
13,W_Completerenaanvraag,198606,2012-01-06 20:32:33+00:00,2012-01-06 20:32:35+00:00,10909
14,W_Nabellenoffertes,198606,2012-01-06 20:32:35+00:00,2012-01-06 20:32:55+00:00,10909
15,W_Nabellenoffertes,198606,2012-01-06 20:32:55+00:00,2012-01-06 20:33:44+00:00,10909
16,W_Nabellenoffertes,198606,2012-01-06 20:33:44+00:00,2012-01-06 20:34:02+00:00,10909
17,O_SELECTED,198606,2012-01-06 20:34:02+00:00,2012-01-06 20:34:44+00:00,10909
18,O_CANCELLED,198606,2012-01-06 20:34:44+00:00,2012-01-06 20:34:44+00:00,10909
19,O_CREATED,198606,2012-01-06 20:34:44+00:00,2012-01-06 20:34:45+00:00,10909
20,O_SENT,198606,2012-01-06 20:34:45+00:00,2012-01-06 20:34:45+00:00,10909
21,W_Nabellenoffertes,198606,2012-01-06 20:34:45+00:00,2012-01-06 20:34:46+00:00,10909
22,W_Nabellenoffertes,198606,2012-01-06 20:34:46+00:00,2012-01-06 20:34:47+00:00,10909
23,W_Nabellenoffertes,198606,2012-01-06 20:34:47+00:00,2012-01-06 20:34:55+00:00,10909
24,W_Nabellenoffertes,198606,2012-01-06 20:34:55+00:00,2012-01-06 20:36:54+00:00,10909
25,W_Nabellenoffertes,198606,2012-01-06 20:36:54+00:00,2012-01-17 14:27:09+00:00,11189
26,A_CANCELLED,198606,2012-01-17 14:27:09+00:00,2012-01-17 14:29:59+00:00,11189
27,O_CANCELLED,198606,2012-01-17 14:29:59+00:00,2012-01-17 14:29:59+00:00,11189
28,W_Nabellenoffertes,198606,2012-01-17 14:29:59+00:00,2012-01-17 14:30:03+00:00,11189
29,END,198606,2012-01-17 14:30:03+00:00,2012-01-17 14:30:04+00:00,No_resource
1,START,198609,2012-01-06 13:43:59+00:00,2012-01-06 13:43:59+00:00,No_resource
2,A_SUBMITTED,198609,2012-01-06 13:43:59+00:00,2012-01-06 13:44:00+00:00,112
3,A_PARTLYSUBMITTED,198609,2012-01-06 13:44:00+00:00,2012-01-06 13:44:01+00:00,112
