1,START,204844,2012-01-29 21:30:09+00:00,2012-01-29 21:30:09+00:00,No_resource
2,A_SUBMITTED,204844,2012-01-29 21:30:09+00:00,2012-01-29 21:30:10+00:00,112
3,A_PARTLYSUBMITTED,204844,2012-01-29 21:30:10+00:00,2012-01-29 21:30:10+00:00,112
4,W_Afhandelenleads,204844,2012-01-29 21:30:10+00:00,2012-01-29 21:30:18+00:00,112
5,W_Afhandelenleads,204844,2012-01-29 21:30:18+00:00,2012-01-30 14:12:42+00:00,11003
6,A_DECLINED,204844,2012-01-30 14:12:42+00:00,2012-01-30 14:13:51+00:00,11003
7,W_Afhandelenleads,204844,2012-01-30 14:13:51+00:00,2012-01-30 14:13:55+00:00,11003
8,END,204844,2012-01-30 14:13:55+00:00,2012-01-30 14:13:56+00:00,No_resource
1,START,204847,2012-01-29 21:35:12+00:00,2012-01-29 21:35:12+00:00,No_resource
2,A_SUBMITTED,204847,2012-01-29 21:35:12+00:00,2012-01-29 21:35:13+00:00,112
3,A_PARTLYSUBMITTED,204847,2012-01-29 21:35:13+00:00,2012-01-29 21:35:13+00:00,112
4,A_PREACCEPTED,204847,2012-01-29 21:35:13+00:00,2012-01-29 21:35:57+00:00,112
5,W_Completerenaanvraag,204847,2012-01-29 21:35:57+00:00,2012-01-29 21:35:57+00:00,112
6,W_Completerenaanvraag,204847,2012-01-29 21:35:57+00:00,2012-01-30 14:02:44+00:00,11180
7,W_Completerenaanvraag,204847,2012-01-30 14:02:44+00:00,2012-01-30 14:04:22+00:00,11180
8,W_Completerenaanvraag,204847,2012-01-30 14:04:22+00:00,2012-01-30 14:35:13+00:00,10982
9,W_Completerenaanvraag,204847,2012-01-30 14:35:13+00:00,2012-01-30 14:35:20+00:00,10982
10,W_Completerenaanvraag,204847,2012-01-30 14:35:20+00:00,2012-01-30 20:24:42+00:00,11201
11,A_ACCEPTED,204847,2012-01-30 20:24:42+00:00,2012-01-30 20:32:18+00:00,11201
12,A_FINALIZED,204847,2012-01-30 20:32:18+00:00,2012-01-30 20:35:28+00:00,11201
13,O_SELECTED,204847,2012-01-30 20:35:28+00:00,2012-01-30 20:35:28+00:00,11201
14,O_CREATED,204847,2012-01-30 20:35:28+00:00,2012-01-30 20:35:30+00:00,11201
15,O_SENT,204847,2012-01-30 20:35:30+00:00,2012-01-30 20:35:30+00:00,11201
16,W_Nabellenoffertes,204847,2012-01-30 20:35:30+00:00,2012-01-30 20:35:30+00:00,11201
17,W_Completerenaanvraag,204847,2012-01-30 20:35:30+00:00,2012-01-30 20:35:31+00:00,11201
18,W_Nabellenoffertes,204847,2012-01-30 20:35:31+00:00,2012-01-30 20:35:49+00:00,11201
19,W_Nabellenoffertes,204847,2012-01-30 20:35:49+00:00,2012-01-30 20:37:59+00:00,11201
20,W_Nabellenoffertes,204847,2012-01-30 20:37:59+00:00,2012-02-07 15:12:12+00:00,11203
21,W_Nabellenoffertes,204847,2012-02-07 15:12:12+00:00,2012-02-07 15:34:17+00:00,11203
22,W_Nabellenoffertes,204847,2012-02-07 15:34:17+00:00,2012-02-16 11:32:17+00:00,11203
23,W_Nabellenoffertes,204847,2012-02-16 11:32:17+00:00,2012-02-16 11:32:37+00:00,11203
24,W_Nabellenoffertes,204847,2012-02-16 11:32:37+00:00,2012-02-17 18:55:27+00:00,11119
25,W_Nabellenoffertes,204847,2012-02-17 18:55:27+00:00,2012-02-17 18:58:12+00:00,11119
26,W_Nabellenoffertes,204847,2012-02-17 18:58:12+00:00,2012-02-24 18:51:04+00:00,11119
27,W_Nabellenoffertes,204847,2012-02-24 18:51:04+00:00,2012-02-24 18:54:19+00:00,11119
28,W_Nabellenoffertes,204847,2012-02-24 18:54:19+00:00,2012-02-29 19:44:00+00:00,11302
29,W_Nabellenoffertes,204847,2012-02-29 19:44:00+00:00,2012-02-29 19:45:38+00:00,11302
30,A_CANCELLED,204847,2012-02-29 19:45:38+00:00,2012-03-01 09:15:42+00:00,112
31,O_CANCELLED,204847,2012-03-01 09:15:42+00:00,2012-03-01 09:15:42+00:00,112
32,W_Nabellenoffertes,204847,2012-03-01 09:15:42+00:00,2012-03-01 09:15:42+00:00,11302
33,END,204847,2012-03-01 09:15:42+00:00,2012-03-01 09:15:43+00:00,No_resource
1,START,204850,2012-01-29 21:37:51+00:00,2012-01-29 21:37:51+00:00,No_resource
2,A_SUBMITTED,204850,2012-01-29 21:37:51+00:00,2012-01-29 21:37:52+00:00,112
