1,START,211053,2012-02-20 12:43:48+00:00,2012-02-20 12:43:48+00:00,No_resource
2,A_SUBMITTED,211053,2012-02-20 12:43:48+00:00,2012-02-20 12:43:49+00:00,112
3,A_PARTLYSUBMITTED,211053,2012-02-20 12:43:49+00:00,2012-02-20 12:43:50+00:00,112
4,W_Afhandelenleads,211053,2012-02-20 12:43:50+00:00,2012-02-20 12:44:26+00:00,112
5,W_Afhandelenleads,211053,2012-02-20 12:44:26+00:00,2012-02-20 12:47:07+00:00,10909
6,W_Afhandelenleads,211053,2012-02-20 12:47:07+00:00,2012-02-20 12:47:22+00:00,10909
7,W_Afhandelenleads,211053,2012-02-20 12:47:22+00:00,2012-02-20 16:07:16+00:00,11203
8,A_PREACCEPTED,211053,2012-02-20 16:07:16+00:00,2012-02-20 16:08:41+00:00,11203
9,W_Completerenaanvraag,211053,2012-02-20 16:08:41+00:00,2012-02-20 16:08:41+00:00,11203
10,W_Afhandelenleads,211053,2012-02-20 16:08:41+00:00,2012-02-20 16:08:42+00:00,11203
11,W_Completerenaanvraag,211053,2012-02-20 16:08:42+00:00,2012-02-20 20:13:10+00:00,11122
12,W_Completerenaanvraag,211053,2012-02-20 20:13:10+00:00,2012-02-20 20:14:29+00:00,11122
13,W_Completerenaanvraag,211053,2012-02-20 20:14:29+00:00,2012-02-20 20:25:31+00:00,11302
14,W_Completerenaanvraag,211053,2012-02-20 20:25:31+00:00,2012-02-20 20:25:38+00:00,11302
15,W_Completerenaanvraag,211053,2012-02-20 20:25:38+00:00,2012-02-21 11:25:27+00:00,11203
16,W_Completerenaanvraag,211053,2012-02-21 11:25:27+00:00,2012-02-21 11:25:34+00:00,11203
17,W_Completerenaanvraag,211053,2012-02-21 11:25:34+00:00,2012-02-21 12:20:13+00:00,11019
18,W_Completerenaanvraag,211053,2012-02-21 12:20:13+00:00,2012-02-21 13:17:35+00:00,11019
19,W_Completerenaanvraag,211053,2012-02-21 13:17:35+00:00,2012-02-21 14:56:12+00:00,11019
20,W_Completerenaanvraag,211053,2012-02-21 14:56:12+00:00,2012-02-21 14:56:21+00:00,11019
21,W_Completerenaanvraag,211053,2012-02-21 14:56:21+00:00,2012-02-21 16:08:23+00:00,11302
22,W_Completerenaanvraag,211053,2012-02-21 16:08:23+00:00,2012-02-21 16:08:30+00:00,11302
23,W_Completerenaanvraag,211053,2012-02-21 16:08:30+00:00,2012-02-21 16:27:44+00:00,11122
24,W_Completerenaanvraag,211053,2012-02-21 16:27:44+00:00,2012-02-21 16:27:51+00:00,11122
25,W_Completerenaanvraag,211053,2012-02-21 16:27:51+00:00,2012-02-21 17:46:51+00:00,11122
26,W_Completerenaanvraag,211053,2012-02-21 17:46:51+00:00,2012-02-21 17:52:40+00:00,11122
27,W_Completerenaanvraag,211053,2012-02-21 17:52:40+00:00,2012-02-22 15:30:32+00:00,10913
28,W_Completerenaanvraag,211053,2012-02-22 15:30:32+00:00,2012-02-22 15:32:03+00:00,10913
29,W_Completerenaanvraag,211053,2012-02-22 15:32:03+00:00,2012-02-24 16:04:43+00:00,11121
30,W_Completerenaanvraag,211053,2012-02-24 16:04:43+00:00,2012-02-24 16:04:49+00:00,11121
31,W_Completerenaanvraag,211053,2012-02-24 16:04:49+00:00,2012-02-24 16:07:29+00:00,10933
32,W_Completerenaanvraag,211053,2012-02-24 16:07:29+00:00,2012-02-24 16:07:46+00:00,10933
33,W_Completerenaanvraag,211053,2012-02-24 16:07:46+00:00,2012-02-24 16:09:41+00:00,10913
34,W_Completerenaanvraag,211053,2012-02-24 16:09:41+00:00,2012-02-24 16:10:48+00:00,10913
35,W_Completerenaanvraag,211053,2012-02-24 16:10:48+00:00,2012-02-24 18:44:35+00:00,11201
36,W_Completerenaanvraag,211053,2012-02-24 18:44:35+00:00,2012-02-24 18:45:46+00:00,11201
37,W_Completerenaanvraag,211053,2012-02-24 18:45:46+00:00,2012-02-25 12:01:35+00:00,10982
38,W_Completerenaanvraag,211053,2012-02-25 12:01:35+00:00,2012-02-25 12:03:00+00:00,10982
39,W_Completerenaanvraag,211053,2012-02-25 12:03:00+00:00,2012-02-27 17:09:56+00:00,11119
40,W_Completerenaanvraag,211053,2012-02-27 17:09:56+00:00,2012-02-27 17:12:36+00:00,11119
41,W_Completerenaanvraag,211053,2012-02-27 17:12:36+00:00,2012-02-28 10:22:50+00:00,11203
42,W_Completerenaanvraag,211053,2012-02-28 10:22:50+00:00,2012-02-28 10:22:57+00:00,11203
43,W_Completerenaanvraag,211053,2012-02-28 10:22:57+00:00,2012-02-28 16:20:48+00:00,11180
44,W_Completerenaanvraag,211053,2012-02-28 16:20:48+00:00,2012-02-28 16:26:01+00:00,11180
45,W_Completerenaanvraag,211053,2012-02-28 16:26:01+00:00,2012-02-29 18:34:38+00:00,11119
46,W_Completerenaanvraag,211053,2012-02-29 18:34:38+00:00,2012-02-29 18:37:15+00:00,11119
47,W_Completerenaanvraag,211053,2012-02-29 18:37:15+00:00,2012-03-02 09:19:49+00:00,11203
48,W_Completerenaanvraag,211053,2012-03-02 09:19:49+00:00,2012-03-02 09:23:00+00:00,11203
49,W_Completerenaanvraag,211053,2012-03-02 09:23:00+00:00,2012-03-05 16:50:10+00:00,11009
50,W_Completerenaanvraag,211053,2012-03-05 16:50:10+00:00,2012-03-05 16:55:00+00:00,11009
51,W_Completerenaanvraag,211053,2012-03-05 16:55:00+00:00,2012-03-06 12:24:58+00:00,11299
52,W_Completerenaanvraag,211053,2012-03-06 12:24:58+00:00,2012-03-06 12:26:56+00:00,11299
53,W_Completerenaanvraag,211053,2012-03-06 12:26:56+00:00,2012-03-06 17:40:55+00:00,10863
54,W_Completerenaanvraag,211053,2012-03-06 17:40:55+00:00,2012-03-06 17:42:29+00:00,10863
55,W_Completerenaanvraag,211053,2012-03-06 17:42:29+00:00,2012-03-07 20:50:28+00:00,11122
56,W_Completerenaanvraag,211053,2012-03-07 20:50:28+00:00,2012-03-07 20:54:08+00:00,11122
57,END,211053,2012-03-07 20:54:08+00:00,2012-03-07 20:54:09+00:00,No_resource
1,START,211056,2012-02-20 12:46:50+00:00,2012-02-20 12:46:50+00:00,No_resource
2,A_SUBMITTED,211056,2012-02-20 12:46:50+00:00,2012-02-20 12:46:51+00:00,112
3,A_PARTLYSUBMITTED,211056,2012-02-20 12:46:51+00:00,2012-02-20 12:46:52+00:00,112
4,A_PREACCEPTED,211056,2012-02-20 12:46:52+00:00,2012-02-20 12:47:28+00:00,112
5,W_Completerenaanvraag,211056,2012-02-20 12:47:28+00:00,2012-02-20 12:47:28+00:00,112
6,W_Completerenaanvraag,211056,2012-02-20 12:47:28+00:00,2012-02-20 15:39:01+00:00,11300
7,W_Completerenaanvraag,211056,2012-02-20 15:39:01+00:00,2012-02-20 15:42:20+00:00,11300
8,W_Completerenaanvraag,211056,2012-02-20 15:42:20+00:00,2012-02-20 18:26:17+00:00,10861
9,W_Completerenaanvraag,211056,2012-02-20 18:26:17+00:00,2012-02-20 18:28:04+00:00,10861
10,W_Completerenaanvraag,211056,2012-02-20 18:28:04+00:00,2012-02-21 20:36:33+00:00,11019
11,W_Completerenaanvraag,211056,2012-02-21 20:36:33+00:00,2012-02-21 20:38:51+00:00,11019
12,W_Completerenaanvraag,211056,2012-02-21 20:38:51+00:00,2012-02-22 15:58:28+00:00,11003
13,W_Completerenaanvraag,211056,2012-02-22 15:58:28+00:00,2012-02-22 16:00:21+00:00,11003
14,W_Completerenaanvraag,211056,2012-02-22 16:00:21+00:00,2012-02-22 20:06:05+00:00,10861
15,W_Completerenaanvraag,211056,2012-02-22 20:06:05+00:00,2012-02-22 20:06:41+00:00,10861
16,W_Completerenaanvraag,211056,2012-02-22 20:06:41+00:00,2012-02-23 14:50:27+00:00,11309
17,A_CANCELLED,211056,2012-02-23 14:50:27+00:00,2012-02-23 14:53:55+00:00,11309
18,W_Completerenaanvraag,211056,2012-02-23 14:53:55+00:00,2012-02-23 14:53:58+00:00,11309
19,END,211056,2012-02-23 14:53:58+00:00,2012-02-23 14:53:59+00:00,No_resource
1,START,211059,2012-02-20 12:50:12+00:00,2012-02-20 12:50:12+00:00,No_resource
2,A_SUBMITTED,211059,2012-02-20 12:50:12+00:00,2012-02-20 12:50:13+00:00,112
3,A_PARTLYSUBMITTED,211059,2012-02-20 12:50:13+00:00,2012-02-20 12:50:13+00:00,112
4,W_Afhandelenleads,211059,2012-02-20 12:50:13+00:00,2012-02-20 12:50:25+00:00,112
5,W_Afhandelenleads,211059,2012-02-20 12:50:25+00:00,2012-02-20 16:08:46+00:00,11203
6,A_PREACCEPTED,211059,2012-02-20 16:08:46+00:00,2012-02-20 16:10:34+00:00,11203
7,W_Completerenaanvraag,211059,2012-02-20 16:10:34+00:00,2012-02-20 16:10:34+00:00,11203
8,W_Afhandelenleads,211059,2012-02-20 16:10:34+00:00,2012-02-20 16:10:35+00:00,11203
9,W_Completerenaanvraag,211059,2012-02-20 16:10:35+00:00,2012-02-21 09:06:59+00:00,11019
10,W_Completerenaanvraag,211059,2012-02-21 09:06:59+00:00,2012-02-21 09:18:49+00:00,11019
11,W_Completerenaanvraag,211059,2012-02-21 09:18:49+00:00,2012-02-21 09:18:59+00:00,11019
12,W_Completerenaanvraag,211059,2012-02-21 09:18:59+00:00,2012-02-21 09:19:10+00:00,11019
13,W_Completerenaanvraag,211059,2012-02-21 09:19:10+00:00,2012-02-21 11:52:39+00:00,11019
14,W_Completerenaanvraag,211059,2012-02-21 11:52:39+00:00,2012-02-21 11:52:57+00:00,11019
15,W_Completerenaanvraag,211059,2012-02-21 11:52:57+00:00,2012-02-21 15:38:28+00:00,11302
16,W_Completerenaanvraag,211059,2012-02-21 15:38:28+00:00,2012-02-21 15:38:35+00:00,11302
17,W_Completerenaanvraag,211059,2012-02-21 15:38:35+00:00,2012-02-21 19:35:35+00:00,10912
18,W_Completerenaanvraag,211059,2012-02-21 19:35:35+00:00,2012-02-21 19:35:52+00:00,10912
19,W_Completerenaanvraag,211059,2012-02-21 19:35:52+00:00,2012-02-21 20:29:41+00:00,11019
20,W_Completerenaanvraag,211059,2012-02-21 20:29:41+00:00,2012-02-21 20:32:56+00:00,11019
21,W_Completerenaanvraag,211059,2012-02-21 20:32:56+00:00,2012-02-22 11:05:52+00:00,11203
22,A_ACCEPTED,211059,2012-02-22 11:05:52+00:00,2012-02-22 11:11:43+00:00,11203
23,O_SELECTED,211059,2012-02-22 11:11:43+00:00,2012-02-22 11:20:12+00:00,11203
24,A_FINALIZED,211059,2012-02-22 11:20:12+00:00,2012-02-22 11:20:12+00:00,11203
25,O_CREATED,211059,2012-02-22 11:20:12+00:00,2012-02-22 11:20:13+00:00,11203
26,O_SENT,211059,2012-02-22 11:20:13+00:00,2012-02-22 11:20:14+00:00,11203
27,W_Nabellenoffertes,211059,2012-02-22 11:20:14+00:00,2012-02-22 11:20:14+00:00,11203
28,W_Completerenaanvraag,211059,2012-02-22 11:20:14+00:00,2012-02-22 11:20:16+00:00,11203
29,W_Nabellenoffertes,211059,2012-02-22 11:20:16+00:00,2012-02-29 13:59:09+00:00,11300
30,W_Nabellenoffertes,211059,2012-02-29 13:59:09+00:00,2012-02-29 14:01:57+00:00,11300
31,W_Nabellenoffertes,211059,2012-02-29 14:01:57+00:00,2012-03-03 14:44:00+00:00,10909
32,W_Nabellenoffertes,211059,2012-03-03 14:44:00+00:00,2012-03-03 14:44:56+00:00,10909
33,W_Nabellenoffertes,211059,2012-03-03 14:44:56+00:00,2012-03-09 15:10:24+00:00,11300
34,O_CANCELLED,211059,2012-03-09 15:10:24+00:00,2012-03-09 15:14:38+00:00,11300
35,A_CANCELLED,211059,2012-03-09 15:14:38+00:00,2012-03-09 15:14:38+00:00,11300
36,W_Nabellenoffertes,211059,2012-03-09 15:14:38+00:00,2012-03-09 15:14:40+00:00,11300
37,END,211059,2012-03-09 15:14:40+00:00,2012-03-09 15:14:41+00:00,No_resource
1,START,211062,2012-02-20 12:51:09+00:00,2012-02-20 12:51:09+00:00,No_resource
2,A_SUBMITTED,211062,2012-02-20 12:51:09+00:00,2012-02-20 12:51:10+00:00,112
3,A_PARTLYSUBMITTED,211062,2012-02-20 12:51:10+00:00,2012-02-20 12:51:10+00:00,112
4,A_DECLINED,211062,2012-02-20 12:51:10+00:00,2012-02-20 12:51:46+00:00,112
5,END,211062,2012-02-20 12:51:46+00:00,2012-02-20 12:51:47+00:00,No_resource
1,START,211065,2012-02-20 12:52:49+00:00,2012-02-20 12:52:49+00:00,No_resource
2,A_SUBMITTED,211065,2012-02-20 12:52:49+00:00,2012-02-20 12:52:50+00:00,112
3,A_PARTLYSUBMITTED,211065,2012-02-20 12:52:50+00:00,2012-02-20 12:52:51+00:00,112
