1,START,175263,2011-10-07 09:58:33+00:00,2011-10-07 09:58:33+00:00,No_resource
2,A_SUBMITTED,175263,2011-10-07 09:58:33+00:00,2011-10-07 09:58:34+00:00,112
3,A_PARTLYSUBMITTED,175263,2011-10-07 09:58:34+00:00,2011-10-07 09:58:35+00:00,112
4,W_Afhandelenleads,175263,2011-10-07 09:58:35+00:00,2011-10-07 09:58:49+00:00,112
5,W_Afhandelenleads,175263,2011-10-07 09:58:49+00:00,2011-10-07 11:49:13+00:00,10909
6,W_Afhandelenleads,175263,2011-10-07 11:49:13+00:00,2011-10-07 11:55:44+00:00,10909
7,W_Afhandelenleads,175263,2011-10-07 11:55:44+00:00,2011-10-07 11:56:03+00:00,10909
8,W_Afhandelenleads,175263,2011-10-07 11:56:03+00:00,2011-10-07 11:57:03+00:00,10909
9,W_Afhandelenleads,175263,2011-10-07 11:57:03+00:00,2011-10-07 11:57:42+00:00,10909
10,A_PREACCEPTED,175263,2011-10-07 11:57:42+00:00,2011-10-07 11:59:35+00:00,10909
11,W_Completerenaanvraag,175263,2011-10-07 11:59:35+00:00,2011-10-07 11:59:36+00:00,10909
12,W_Afhandelenleads,175263,2011-10-07 11:59:36+00:00,2011-10-07 11:59:37+00:00,10909
13,W_Completerenaanvraag,175263,2011-10-07 11:59:37+00:00,2011-10-07 13:13:09+00:00,11000
14,W_Completerenaanvraag,175263,2011-10-07 13:13:09+00:00,2011-10-07 13:26:18+00:00,11000
15,W_Completerenaanvraag,175263,2011-10-07 13:26:18+00:00,2011-10-07 13:35:39+00:00,No_resource
16,W_Completerenaanvraag,175263,2011-10-07 13:35:39+00:00,2011-10-07 13:35:50+00:00,No_resource
17,W_Completerenaanvraag,175263,2011-10-07 13:35:50+00:00,2011-10-07 13:36:35+00:00,No_resource
18,A_ACCEPTED,175263,2011-10-07 13:36:35+00:00,2011-10-07 13:42:23+00:00,10971
19,A_FINALIZED,175263,2011-10-07 13:42:23+00:00,2011-10-07 13:43:03+00:00,10971
20,O_SELECTED,175263,2011-10-07 13:43:03+00:00,2011-10-07 13:43:03+00:00,10971
21,O_CREATED,175263,2011-10-07 13:43:03+00:00,2011-10-07 13:43:51+00:00,10971
22,O_SENT,175263,2011-10-07 13:43:51+00:00,2011-10-07 13:43:51+00:00,10971
23,W_Nabellenoffertes,175263,2011-10-07 13:43:51+00:00,2011-10-07 13:43:52+00:00,No_resource
24,W_Completerenaanvraag,175263,2011-10-07 13:43:52+00:00,2011-10-07 13:43:53+00:00,No_resource
25,W_Nabellenoffertes,175263,2011-10-07 13:43:53+00:00,2011-10-14 18:40:49+00:00,No_resource
26,W_Nabellenoffertes,175263,2011-10-14 18:40:49+00:00,2011-10-14 18:43:20+00:00,No_resource
27,W_Nabellenoffertes,175263,2011-10-14 18:43:20+00:00,2011-10-17 19:44:33+00:00,10861
28,W_Nabellenoffertes,175263,2011-10-17 19:44:33+00:00,2011-10-17 19:47:06+00:00,10861
29,W_Nabellenoffertes,175263,2011-10-17 19:47:06+00:00,2011-10-21 19:20:17+00:00,11203
30,O_CANCELLED,175263,2011-10-21 19:20:17+00:00,2011-10-21 19:23:18+00:00,11203
31,A_CANCELLED,175263,2011-10-21 19:23:18+00:00,2011-10-21 19:23:18+00:00,11203
32,W_Nabellenoffertes,175263,2011-10-21 19:23:18+00:00,2011-10-21 19:23:20+00:00,11203
33,END,175263,2011-10-21 19:23:20+00:00,2011-10-21 19:23:21+00:00,No_resource
1,START,175266,2011-10-07 10:03:48+00:00,2011-10-07 10:03:48+00:00,No_resource
2,A_SUBMITTED,175266,2011-10-07 10:03:48+00:00,2011-10-07 10:03:49+00:00,112
3,A_PARTLYSUBMITTED,175266,2011-10-07 10:03:49+00:00,2011-10-07 10:03:49+00:00,112
4,W_Afhandelenleads,175266,2011-10-07 10:03:49+00:00,2011-10-07 10:04:13+00:00,112
5,W_Afhandelenleads,175266,2011-10-07 10:04:13+00:00,2011-10-07 10:05:01+00:00,No_resource
6,A_PREACCEPTED,175266,2011-10-07 10:05:01+00:00,2011-10-07 10:07:00+00:00,10971
7,W_Completerenaanvraag,175266,2011-10-07 10:07:00+00:00,2011-10-07 10:07:00+00:00,No_resource
8,W_Afhandelenleads,175266,2011-10-07 10:07:00+00:00,2011-10-07 10:07:02+00:00,No_resource
9,W_Completerenaanvraag,175266,2011-10-07 10:07:02+00:00,2011-10-07 10:07:13+00:00,No_resource
10,A_ACCEPTED,175266,2011-10-07 10:07:13+00:00,2011-10-07 10:25:45+00:00,10971
11,O_SELECTED,175266,2011-10-07 10:25:45+00:00,2011-10-07 10:26:04+00:00,10971
12,A_FINALIZED,175266,2011-10-07 10:25:45+00:00,2011-10-07 10:26:04+00:00,10971
13,O_CREATED,175266,2011-10-07 10:26:04+00:00,2011-10-07 10:26:05+00:00,10971
14,O_SENT,175266,2011-10-07 10:26:05+00:00,2011-10-07 10:26:05+00:00,10971
15,W_Nabellenoffertes,175266,2011-10-07 10:26:05+00:00,2011-10-07 10:26:05+00:00,No_resource
16,W_Completerenaanvraag,175266,2011-10-07 10:26:05+00:00,2011-10-07 10:26:06+00:00,No_resource
17,W_Nabellenoffertes,175266,2011-10-07 10:26:06+00:00,2011-10-07 10:30:14+00:00,No_resource
18,W_Nabellenoffertes,175266,2011-10-07 10:30:14+00:00,2011-10-07 10:30:33+00:00,No_resource
19,W_Nabellenoffertes,175266,2011-10-07 10:30:33+00:00,2011-10-11 10:14:41+00:00,No_resource
