1,START,203296,2012-01-23 16:33:10+00:00,2012-01-23 16:33:10+00:00,No_resource
2,A_SUBMITTED,203296,2012-01-23 16:33:10+00:00,2012-01-23 16:33:11+00:00,112
3,A_PARTLYSUBMITTED,203296,2012-01-23 16:33:11+00:00,2012-01-23 16:33:11+00:00,112
4,A_PREACCEPTED,203296,2012-01-23 16:33:11+00:00,2012-01-23 16:33:50+00:00,112
5,W_Completerenaanvraag,203296,2012-01-23 16:33:50+00:00,2012-01-23 16:33:50+00:00,112
6,W_Completerenaanvraag,203296,2012-01-23 16:33:50+00:00,2012-01-23 16:35:54+00:00,11201
7,W_Completerenaanvraag,203296,2012-01-23 16:35:54+00:00,2012-01-23 16:38:34+00:00,11201
8,W_Completerenaanvraag,203296,2012-01-23 16:38:34+00:00,2012-01-23 18:27:15+00:00,10881
9,W_Completerenaanvraag,203296,2012-01-23 18:27:15+00:00,2012-01-23 18:27:33+00:00,10881
10,W_Completerenaanvraag,203296,2012-01-23 18:27:33+00:00,2012-01-23 18:27:44+00:00,11019
11,W_Completerenaanvraag,203296,2012-01-23 18:27:44+00:00,2012-01-23 18:41:08+00:00,11019
12,W_Completerenaanvraag,203296,2012-01-23 18:41:08+00:00,2012-01-23 20:52:33+00:00,11119
13,W_Completerenaanvraag,203296,2012-01-23 20:52:33+00:00,2012-01-23 20:55:02+00:00,11119
14,W_Completerenaanvraag,203296,2012-01-23 20:55:02+00:00,2012-01-24 15:10:13+00:00,11003
15,W_Completerenaanvraag,203296,2012-01-24 15:10:13+00:00,2012-01-24 15:12:32+00:00,11003
16,W_Completerenaanvraag,203296,2012-01-24 15:12:32+00:00,2012-01-24 18:25:51+00:00,10863
17,W_Completerenaanvraag,203296,2012-01-24 18:25:51+00:00,2012-01-24 18:33:01+00:00,10863
18,W_Completerenaanvraag,203296,2012-01-24 18:33:01+00:00,2012-01-25 10:22:48+00:00,11179
19,W_Completerenaanvraag,203296,2012-01-25 10:22:48+00:00,2012-01-25 10:52:05+00:00,11179
20,W_Completerenaanvraag,203296,2012-01-25 10:52:05+00:00,2012-01-25 11:00:15+00:00,10982
21,W_Completerenaanvraag,203296,2012-01-25 11:00:15+00:00,2012-01-25 11:31:30+00:00,10982
22,W_Completerenaanvraag,203296,2012-01-25 11:31:30+00:00,2012-01-25 11:31:46+00:00,10982
23,W_Completerenaanvraag,203296,2012-01-25 11:31:46+00:00,2012-01-25 11:56:10+00:00,10982
24,W_Completerenaanvraag,203296,2012-01-25 11:56:10+00:00,2012-01-25 11:56:30+00:00,10982
25,A_ACCEPTED,203296,2012-01-25 11:56:30+00:00,2012-01-25 12:04:30+00:00,10982
26,A_FINALIZED,203296,2012-01-25 12:04:30+00:00,2012-01-25 12:14:35+00:00,10982
27,O_SELECTED,203296,2012-01-25 12:14:35+00:00,2012-01-25 12:14:35+00:00,10982
28,O_CREATED,203296,2012-01-25 12:14:35+00:00,2012-01-25 12:14:37+00:00,10982
29,O_SENT,203296,2012-01-25 12:14:37+00:00,2012-01-25 12:14:37+00:00,10982
30,W_Nabellenoffertes,203296,2012-01-25 12:14:37+00:00,2012-01-25 12:14:37+00:00,10982
31,W_Completerenaanvraag,203296,2012-01-25 12:14:37+00:00,2012-01-25 12:14:39+00:00,10982
32,W_Nabellenoffertes,203296,2012-01-25 12:14:39+00:00,2012-01-25 12:15:53+00:00,10982
33,W_Nabellenoffertes,203296,2012-01-25 12:15:53+00:00,2012-01-25 12:20:56+00:00,10982
34,W_Nabellenoffertes,203296,2012-01-25 12:20:56+00:00,2012-01-25 12:30:53+00:00,10982
35,W_Nabellenoffertes,203296,2012-01-25 12:30:53+00:00,2012-01-25 12:31:13+00:00,10982
36,W_Nabellenoffertes,203296,2012-01-25 12:31:13+00:00,2012-01-30 18:53:38+00:00,10982
37,W_Nabellenoffertes,203296,2012-01-30 18:53:38+00:00,2012-01-30 18:55:51+00:00,10982
38,W_Nabellenoffertes,203296,2012-01-30 18:55:51+00:00,2012-01-30 18:56:02+00:00,10982
39,W_Nabellenoffertes,203296,2012-01-30 18:56:02+00:00,2012-01-30 18:56:10+00:00,10982
40,W_Nabellenoffertes,203296,2012-01-30 18:56:10+00:00,2012-02-10 20:19:16+00:00,11201
41,W_Nabellenoffertes,203296,2012-02-10 20:19:16+00:00,2012-02-10 20:20:26+00:00,11201
42,W_Nabellenoffertes,203296,2012-02-10 20:20:26+00:00,2012-02-13 18:10:16+00:00,11119
43,W_Nabellenoffertes,203296,2012-02-13 18:10:16+00:00,2012-02-13 18:11:37+00:00,11119
44,W_Nabellenoffertes,203296,2012-02-13 18:11:37+00:00,2012-02-13 18:31:24+00:00,10982
45,W_Nabellenoffertes,203296,2012-02-13 18:31:24+00:00,2012-02-13 18:34:07+00:00,10982
46,W_Nabellenoffertes,203296,2012-02-13 18:34:07+00:00,2012-02-14 10:06:08+00:00,11049
47,O_SENT_BACK,203296,2012-02-14 10:06:08+00:00,2012-02-14 10:17:03+00:00,11049
48,W_Validerenaanvraag,203296,2012-02-14 10:17:03+00:00,2012-02-14 10:17:03+00:00,11049
49,W_Nabellenoffertes,203296,2012-02-14 10:17:03+00:00,2012-02-14 10:17:05+00:00,11049
50,W_Validerenaanvraag,203296,2012-02-14 10:17:05+00:00,2012-02-15 10:48:27+00:00,10972
51,W_Validerenaanvraag,203296,2012-02-15 10:48:27+00:00,2012-02-15 10:54:35+00:00,10972
52,W_Validerenaanvraag,203296,2012-02-15 10:54:35+00:00,2012-02-15 14:54:17+00:00,11289
53,W_Validerenaanvraag,203296,2012-02-15 14:54:17+00:00,2012-02-15 15:04:39+00:00,11289
54,W_Validerenaanvraag,203296,2012-02-15 15:04:39+00:00,2012-02-16 10:21:30+00:00,10809
55,W_Nabellenincompletedossiers,203296,2012-02-16 10:21:30+00:00,2012-02-16 11:13:01+00:00,10809
56,W_Validerenaanvraag,203296,2012-02-16 11:13:01+00:00,2012-02-16 11:13:03+00:00,10809
57,W_Nabellenincompletedossiers,203296,2012-02-16 11:13:03+00:00,2012-02-16 12:07:38+00:00,11000
58,W_Nabellenincompletedossiers,203296,2012-02-16 12:07:38+00:00,2012-02-16 12:14:25+00:00,11000
59,W_Nabellenincompletedossiers,203296,2012-02-16 12:14:25+00:00,2012-02-16 14:45:53+00:00,10912
60,W_Nabellenincompletedossiers,203296,2012-02-16 14:45:53+00:00,2012-02-16 14:57:47+00:00,10912
61,W_Nabellenincompletedossiers,203296,2012-02-16 14:57:47+00:00,2012-02-16 17:22:21+00:00,10982
62,W_Validerenaanvraag,203296,2012-02-16 17:22:21+00:00,2012-02-16 17:23:32+00:00,10982
63,W_Nabellenincompletedossiers,203296,2012-02-16 17:23:32+00:00,2012-02-16 17:23:34+00:00,10982
64,W_Validerenaanvraag,203296,2012-02-16 17:23:34+00:00,2012-02-17 10:53:42+00:00,10138
65,W_Validerenaanvraag,203296,2012-02-17 10:53:42+00:00,2012-02-17 10:54:08+00:00,10138
66,W_Validerenaanvraag,203296,2012-02-17 10:54:08+00:00,2012-02-17 11:00:58+00:00,10809
67,W_Validerenaanvraag,203296,2012-02-17 11:00:58+00:00,2012-02-17 11:09:19+00:00,10809
68,W_Validerenaanvraag,203296,2012-02-17 11:09:19+00:00,2012-02-17 12:00:41+00:00,10809
69,W_Validerenaanvraag,203296,2012-02-17 12:00:41+00:00,2012-02-17 12:07:58+00:00,10809
70,W_Validerenaanvraag,203296,2012-02-17 12:07:58+00:00,2012-02-17 12:08:45+00:00,10809
71,W_Validerenaanvraag,203296,2012-02-17 12:08:45+00:00,2012-02-17 12:16:59+00:00,10809
72,W_Validerenaanvraag,203296,2012-02-17 12:16:59+00:00,2012-02-22 08:42:49+00:00,10809
73,W_Validerenaanvraag,203296,2012-02-22 08:42:49+00:00,2012-02-22 09:15:48+00:00,10809
74,W_Validerenaanvraag,203296,2012-02-22 09:15:48+00:00,2012-02-22 09:20:31+00:00,10809
75,O_ACCEPTED,203296,2012-02-22 09:20:31+00:00,2012-02-22 09:21:54+00:00,10809
76,A_REGISTERED,203296,2012-02-22 09:21:54+00:00,2012-02-22 09:21:54+00:00,10809
77,A_APPROVED,203296,2012-02-22 09:21:54+00:00,2012-02-22 09:21:54+00:00,10809
78,A_ACTIVATED,203296,2012-02-22 09:21:54+00:00,2012-02-22 09:21:54+00:00,10809
79,W_Validerenaanvraag,203296,2012-02-22 09:21:54+00:00,2012-02-22 09:22:02+00:00,10809
80,END,203296,2012-02-22 09:22:02+00:00,2012-02-22 09:22:03+00:00,No_resource
1,START,203299,2012-01-23 16:46:59+00:00,2012-01-23 16:46:59+00:00,No_resource
2,A_SUBMITTED,203299,2012-01-23 16:46:59+00:00,2012-01-23 16:47:00+00:00,112
3,A_PARTLYSUBMITTED,203299,2012-01-23 16:47:00+00:00,2012-01-23 16:47:01+00:00,112
4,A_DECLINED,203299,2012-01-23 16:47:01+00:00,2012-01-23 16:47:38+00:00,112
5,END,203299,2012-01-23 16:47:38+00:00,2012-01-23 16:47:39+00:00,No_resource
1,START,203302,2012-01-23 16:56:22+00:00,2012-01-23 16:56:22+00:00,No_resource
2,A_SUBMITTED,203302,2012-01-23 16:56:22+00:00,2012-01-23 16:56:23+00:00,112
3,A_PARTLYSUBMITTED,203302,2012-01-23 16:56:23+00:00,2012-01-23 16:56:23+00:00,112
4,A_DECLINED,203302,2012-01-23 16:56:23+00:00,2012-01-23 16:56:59+00:00,112
5,END,203302,2012-01-23 16:56:59+00:00,2012-01-23 16:57:00+00:00,No_resource
1,START,203305,2012-01-23 17:28:41+00:00,2012-01-23 17:28:41+00:00,No_resource
2,A_SUBMITTED,203305,2012-01-23 17:28:41+00:00,2012-01-23 17:28:42+00:00,112
3,A_PARTLYSUBMITTED,203305,2012-01-23 17:28:42+00:00,2012-01-23 17:28:42+00:00,112
4,W_Afhandelenleads,203305,2012-01-23 17:28:42+00:00,2012-01-23 17:28:57+00:00,112
5,W_Afhandelenleads,203305,2012-01-23 17:28:57+00:00,2012-01-23 17:54:14+00:00,10861
6,A_PREACCEPTED,203305,2012-01-23 17:54:14+00:00,2012-01-23 17:55:32+00:00,10861
7,W_Completerenaanvraag,203305,2012-01-23 17:55:32+00:00,2012-01-23 17:55:33+00:00,10861
8,W_Afhandelenleads,203305,2012-01-23 17:55:33+00:00,2012-01-23 17:55:35+00:00,10861
9,W_Completerenaanvraag,203305,2012-01-23 17:55:35+00:00,2012-01-23 19:53:28+00:00,10881
10,W_Completerenaanvraag,203305,2012-01-23 19:53:28+00:00,2012-01-23 19:55:45+00:00,10881
11,W_Completerenaanvraag,203305,2012-01-23 19:55:45+00:00,2012-01-23 19:55:49+00:00,10881
12,W_Completerenaanvraag,203305,2012-01-23 19:55:49+00:00,2012-01-23 20:03:15+00:00,10881
13,W_Completerenaanvraag,203305,2012-01-23 20:03:15+00:00,2012-02-14 18:02:22+00:00,11003
14,W_Completerenaanvraag,203305,2012-02-14 18:02:22+00:00,2012-02-14 18:02:44+00:00,11003
15,W_Completerenaanvraag,203305,2012-02-14 18:02:44+00:00,2012-02-23 09:15:07+00:00,11003
