1,START,209508,2012-02-14 23:02:42+00:00,2012-02-14 23:02:42+00:00,No_resource
2,A_SUBMITTED,209508,2012-02-14 23:02:42+00:00,2012-02-14 23:02:43+00:00,112
3,A_PARTLYSUBMITTED,209508,2012-02-14 23:02:43+00:00,2012-02-14 23:02:43+00:00,112
4,W_Afhandelenleads,209508,2012-02-14 23:02:43+00:00,2012-02-14 23:03:28+00:00,112
5,W_Afhandelenleads,209508,2012-02-14 23:03:28+00:00,2012-02-15 09:16:19+00:00,10912
6,A_PREACCEPTED,209508,2012-02-15 09:16:19+00:00,2012-02-15 09:25:35+00:00,10912
7,W_Completerenaanvraag,209508,2012-02-15 09:25:35+00:00,2012-02-15 09:25:35+00:00,10912
8,W_Afhandelenleads,209508,2012-02-15 09:25:35+00:00,2012-02-15 09:25:37+00:00,10912
9,W_Completerenaanvraag,209508,2012-02-15 09:25:37+00:00,2012-02-15 11:39:43+00:00,10861
10,W_Completerenaanvraag,209508,2012-02-15 11:39:43+00:00,2012-02-15 11:49:14+00:00,10861
11,W_Completerenaanvraag,209508,2012-02-15 11:49:14+00:00,2012-02-15 13:37:12+00:00,11121
12,W_Completerenaanvraag,209508,2012-02-15 13:37:12+00:00,2012-02-15 13:42:46+00:00,11121
13,W_Completerenaanvraag,209508,2012-02-15 13:42:46+00:00,2012-02-15 13:50:17+00:00,11121
14,W_Completerenaanvraag,209508,2012-02-15 13:50:17+00:00,2012-02-15 13:50:48+00:00,11121
15,W_Completerenaanvraag,209508,2012-02-15 13:50:48+00:00,2012-02-15 13:55:05+00:00,11121
16,A_ACCEPTED,209508,2012-02-15 13:55:05+00:00,2012-02-15 13:55:15+00:00,11121
17,O_SELECTED,209508,2012-02-15 13:55:15+00:00,2012-02-15 13:57:13+00:00,11121
18,A_FINALIZED,209508,2012-02-15 13:57:13+00:00,2012-02-15 13:57:13+00:00,11121
19,O_CREATED,209508,2012-02-15 13:57:13+00:00,2012-02-15 13:57:14+00:00,11121
20,O_SENT,209508,2012-02-15 13:57:14+00:00,2012-02-15 13:57:14+00:00,11121
21,W_Nabellenoffertes,209508,2012-02-15 13:57:14+00:00,2012-02-15 13:57:14+00:00,11121
22,W_Completerenaanvraag,209508,2012-02-15 13:57:14+00:00,2012-02-15 13:57:15+00:00,11121
23,W_Nabellenoffertes,209508,2012-02-15 13:57:15+00:00,2012-02-15 13:57:31+00:00,11121
24,O_SELECTED,209508,2012-02-15 13:57:31+00:00,2012-02-15 13:58:23+00:00,11121
25,O_CANCELLED,209508,2012-02-15 13:58:23+00:00,2012-02-15 13:58:23+00:00,11121
26,O_CREATED,209508,2012-02-15 13:58:23+00:00,2012-02-15 13:58:26+00:00,11121
27,O_SENT,209508,2012-02-15 13:58:26+00:00,2012-02-15 13:58:27+00:00,11121
28,W_Nabellenoffertes,209508,2012-02-15 13:58:27+00:00,2012-02-15 13:58:27+00:00,11121
29,W_Nabellenoffertes,209508,2012-02-15 13:58:27+00:00,2012-02-15 13:58:28+00:00,11121
30,W_Nabellenoffertes,209508,2012-02-15 13:58:28+00:00,2012-02-15 13:58:38+00:00,11121
31,W_Nabellenoffertes,209508,2012-02-15 13:58:38+00:00,2012-02-15 13:58:41+00:00,11121
