track_id,index,event_name,finish,start
173697,1,START,2011-10-01 08:11:07+00:00,2011-10-01 08:11:07+00:00
173697,2,A_SUBMITTED,2011-10-01 08:11:08+00:00,2011-10-01 08:11:07+00:00
173697,3,A_PARTLYSUBMITTED,2011-10-01 08:11:09+00:00,2011-10-01 08:11:08+00:00
173697,4,A_DECLINED,2011-10-01 08:11:46+00:00,2011-10-01 08:11:09+00:00
173697,5,END,2011-10-01 08:11:47+00:00,2011-10-01 08:11:46+00:00
173700,1,START,2011-10-01 08:15:38+00:00,2011-10-01 08:15:38+00:00
173700,2,A_SUBMITTED,2011-10-01 08:15:39+00:00,2011-10-01 08:15:38+00:00
173700,3,A_PARTLYSUBMITTED,2011-10-01 08:15:40+00:00,2011-10-01 08:15:39+00:00
173700,4,A_DECLINED,2011-10-01 08:16:21+00:00,2011-10-01 08:15:40+00:00
173700,5,END,2011-10-01 08:16:22+00:00,2011-10-01 08:16:21+00:00
173703,1,START,2011-10-01 09:45:24+00:00,2011-10-01 09:45:24+00:00
173703,2,A_SUBMITTED,2011-10-01 09:45:25+00:00,2011-10-01 09:45:24+00:00
173703,3,A_PARTLYSUBMITTED,2011-10-01 09:45:25+00:00,2011-10-01 09:45:25+00:00
173703,4,A_PREACCEPTED,2011-10-01 09:46:18+00:00,2011-10-01 09:45:25+00:00
173703,5,W_Completerenaanvraag,2011-10-01 09:46:18+00:00,2011-10-01 09:46:18+00:00
173703,6,W_Completerenaanvraag,2011-10-01 11:37:46+00:00,2011-10-01 09:46:18+00:00
173703,7,W_Completerenaanvraag,2011-10-01 11:40:24+00:00,2011-10-01 11:37:46+00:00
173703,8,W_Completerenaanvraag,2011-10-01 12:40:26+00:00,2011-10-01 11:40:24+00:00
173703,9,A_CANCELLED,2011-10-01 13:02:11+00:00,2011-10-01 12:40:26+00:00
173703,10,W_Completerenaanvraag,2011-10-01 13:02:12+00:00,2011-10-01 13:02:11+00:00
173703,11,END,2011-10-01 13:02:13+00:00,2011-10-01 13:02:12+00:00
173706,1,START,2011-10-01 09:45:36+00:00,2011-10-01 09:45:36+00:00
173706,2,A_SUBMITTED,2011-10-01 09:45:37+00:00,2011-10-01 09:45:36+00:00
173706,3,A_PARTLYSUBMITTED,2011-10-01 09:45:37+00:00,2011-10-01 09:45:37+00:00
173706,4,W_Afhandelenleads,2011-10-01 09:46:18+00:00,2011-10-01 09:45:37+00:00
173706,5,W_Afhandelenleads,2011-10-01 10:15:43+00:00,2011-10-01 09:46:18+00:00
173706,6,A_PREACCEPTED,2011-10-01 10:16:48+00:00,2011-10-01 10:15:43+00:00
173706,7,W_Completerenaanvraag,2011-10-01 10:16:48+00:00,2011-10-01 10:16:48+00:00
173706,8,W_Afhandelenleads,2011-10-01 10:16:49+00:00,2011-10-01 10:16:48+00:00
173706,9,W_Completerenaanvraag,2011-10-01 11:49:28+00:00,2011-10-01 10:16:49+00:00
173706,10,W_Completerenaanvraag,2011-10-01 11:50:14+00:00,2011-10-01 11:49:28+00:00
173706,11,W_Completerenaanvraag,2011-10-01 11:50:21+00:00,2011-10-01 11:50:14+00:00
173706,12,W_Completerenaanvraag,2011-10-01 11:53:55+00:00,2011-10-01 11:50:21+00:00
173706,13,W_Completerenaanvraag,2011-10-01 14:50:26+00:00,2011-10-01 11:53:55+00:00
173706,14,A_DECLINED,2011-10-01 14:59:58+00:00,2011-10-01 14:50:26+00:00
173706,15,W_Completerenaanvraag,2011-10-01 15:00:02+00:00,2011-10-01 14:59:58+00:00
173706,16,END,2011-10-01 15:00:03+00:00,2011-10-01 15:00:02+00:00
173709,1,START,2011-10-01 09:57:41+00:00,2011-10-01 09:57:41+00:00
173709,2,A_SUBMITTED,2011-10-01 09:57:42+00:00,2011-10-01 09:57:41+00:00
173709,3,A_PARTLYSUBMITTED,2011-10-01 09:57:43+00:00,2011-10-01 09:57:42+00:00
173709,4,A_PREACCEPTED,2011-10-01 09:58:27+00:00,2011-10-01 09:57:43+00:00
173709,5,W_Completerenaanvraag,2011-10-01 09:58:27+00:00,2011-10-01 09:58:27+00:00
173709,6,W_Completerenaanvraag,2011-10-01 10:26:42+00:00,2011-10-01 09:58:27+00:00
173709,7,W_Completerenaanvraag,2011-10-01 10:27:07+00:00,2011-10-01 10:26:42+00:00
173709,8,W_Completerenaanvraag,2011-10-01 11:40:40+00:00,2011-10-01 10:27:07+00:00
173709,9,W_Completerenaanvraag,2011-10-01 11:43:02+00:00,2011-10-01 11:40:40+00:00
173709,10,W_Completerenaanvraag,2011-10-10 17:42:24+00:00,2011-10-01 11:43:02+00:00
173709,11,W_Completerenaanvraag,2011-10-10 17:43:13+00:00,2011-10-10 17:42:24+00:00
173709,12,W_Completerenaanvraag,2011-11-01 09:15:08+00:00,2011-10-10 17:43:13+00:00
173709,13,A_CANCELLED,2011-11-01 09:15:08+00:00,2011-11-01 09:15:08+00:00
173709,14,END,2011-11-01 09:15:09+00:00,2011-11-01 09:15:08+00:00
173712,1,START,2011-10-01 09:58:29+00:00,2011-10-01 09:58:29+00:00
173712,2,A_SUBMITTED,2011-10-01 09:58:30+00:00,2011-10-01 09:58:29+00:00
173712,3,A_PARTLYSUBMITTED,2011-10-01 09:58:30+00:00,2011-10-01 09:58:30+00:00
173712,4,W_Afhandelenleads,2011-10-01 09:58:44+00:00,2011-10-01 09:58:30+00:00
173712,5,W_Afhandelenleads,2011-10-01 10:08:36+00:00,2011-10-01 09:58:44+00:00
173712,6,A_PREACCEPTED,2011-10-01 10:10:24+00:00,2011-10-01 10:08:36+00:00
173712,7,W_Completerenaanvraag,2011-10-01 10:10:24+00:00,2011-10-01 10:10:24+00:00
173712,8,W_Afhandelenleads,2011-10-01 10:10:25+00:00,2011-10-01 10:10:24+00:00
173712,9,W_Completerenaanvraag,2011-10-01 12:59:13+00:00,2011-10-01 10:10:25+00:00
173712,10,W_Completerenaanvraag,2011-10-01 13:03:35+00:00,2011-10-01 12:59:13+00:00
173712,11,W_Completerenaanvraag,2011-10-03 11:16:05+00:00,2011-10-01 13:03:35+00:00
173712,12,W_Completerenaanvraag,2011-10-03 11:17:29+00:00,2011-10-03 11:16:05+00:00
173712,13,W_Completerenaanvraag,2011-10-03 14:39:34+00:00,2011-10-03 11:17:29+00:00
173712,14,A_CANCELLED,2011-10-03 14:42:53+00:00,2011-10-03 14:39:34+00:00
173712,15,W_Completerenaanvraag,2011-10-03 14:42:55+00:00,2011-10-03 14:42:53+00:00
173712,16,END,2011-10-03 14:42:56+00:00,2011-10-03 14:42:55+00:00
173715,1,START,2011-10-01 09:59:09+00:00,2011-10-01 09:59:09+00:00
173715,2,A_SUBMITTED,2011-10-01 09:59:10+00:00,2011-10-01 09:59:09+00:00
173715,3,A_PARTLYSUBMITTED,2011-10-01 09:59:10+00:00,2011-10-01 09:59:10+00:00
173715,4,A_PREACCEPTED,2011-10-01 09:59:42+00:00,2011-10-01 09:59:10+00:00
173715,5,W_Completerenaanvraag,2011-10-01 09:59:43+00:00,2011-10-01 09:59:42+00:00
173715,6,W_Completerenaanvraag,2011-10-01 11:44:00+00:00,2011-10-01 09:59:43+00:00
173715,7,W_Completerenaanvraag,2011-10-01 11:46:06+00:00,2011-10-01 11:44:00+00:00
173715,8,W_Completerenaanvraag,2011-10-01 12:18:51+00:00,2011-10-01 11:46:06+00:00
173715,9,A_ACCEPTED,2011-10-01 12:24:32+00:00,2011-10-01 12:18:51+00:00
173715,10,O_SELECTED,2011-10-01 12:30:20+00:00,2011-10-01 12:24:32+00:00
173715,11,A_FINALIZED,2011-10-01 12:30:20+00:00,2011-10-01 12:30:20+00:00
173715,12,O_CREATED,2011-10-01 12:30:21+00:00,2011-10-01 12:30:20+00:00
173715,13,O_SENT,2011-10-01 12:30:21+00:00,2011-10-01 12:30:21+00:00
173715,14,W_Nabellenoffertes,2011-10-01 12:30:21+00:00,2011-10-01 12:30:21+00:00
173715,15,W_Completerenaanvraag,2011-10-01 12:30:24+00:00,2011-10-01 12:30:21+00:00
173715,16,W_Nabellenoffertes,2011-10-08 16:35:18+00:00,2011-10-01 12:30:24+00:00
173715,17,W_Nabellenoffertes,2011-10-08 16:38:17+00:00,2011-10-08 16:35:18+00:00
173715,18,W_Nabellenoffertes,2011-10-10 12:53:54+00:00,2011-10-08 16:38:17+00:00
173715,19,O_SENT_BACK,2011-10-10 12:54:03+00:00,2011-10-10 12:53:54+00:00
173715,20,W_Validerenaanvraag,2011-10-10 12:54:03+00:00,2011-10-10 12:54:03+00:00
173715,21,W_Nabellenoffertes,2011-10-10 12:54:04+00:00,2011-10-10 12:54:03+00:00
173715,22,W_Validerenaanvraag,2011-10-13 11:00:48+00:00,2011-10-10 12:54:04+00:00
173715,23,A_DECLINED,2011-10-13 11:05:24+00:00,2011-10-13 11:00:48+00:00
173715,24,O_DECLINED,2011-10-13 11:05:24+00:00,2011-10-13 11:05:24+00:00
173715,25,W_Validerenaanvraag,2011-10-13 11:05:28+00:00,2011-10-13 11:05:24+00:00
173715,26,END,2011-10-13 11:05:29+00:00,2011-10-13 11:05:28+00:00
173718,1,START,2011-10-01 10:37:38+00:00,2011-10-01 10:37:38+00:00
173718,2,A_SUBMITTED,2011-10-01 10:37:39+00:00,2011-10-01 10:37:38+00:00
173718,3,A_PARTLYSUBMITTED,2011-10-01 10:37:39+00:00,2011-10-01 10:37:39+00:00
173718,4,A_PREACCEPTED,2011-10-01 10:38:20+00:00,2011-10-01 10:37:39+00:00
173718,5,W_Completerenaanvraag,2011-10-01 10:38:21+00:00,2011-10-01 10:38:20+00:00
173718,6,W_Completerenaanvraag,2011-10-01 10:38:48+00:00,2011-10-01 10:38:21+00:00
173718,7,A_ACCEPTED,2011-10-01 10:42:21+00:00,2011-10-01 10:38:48+00:00
173718,8,A_FINALIZED,2011-10-01 10:44:40+00:00,2011-10-01 10:42:21+00:00
173718,9,O_SELECTED,2011-10-01 10:44:40+00:00,2011-10-01 10:44:40+00:00
173718,10,O_CREATED,2011-10-01 10:44:42+00:00,2011-10-01 10:44:40+00:00
173718,11,O_SENT,2011-10-01 10:44:42+00:00,2011-10-01 10:44:42+00:00
173718,12,W_Nabellenoffertes,2011-10-01 10:44:42+00:00,2011-10-01 10:44:42+00:00
173718,13,W_Completerenaanvraag,2011-10-01 10:44:43+00:00,2011-10-01 10:44:42+00:00
173718,14,W_Nabellenoffertes,2011-10-01 10:44:54+00:00,2011-10-01 10:44:43+00:00
173718,15,W_Nabellenoffertes,2011-10-01 10:44:58+00:00,2011-10-01 10:44:54+00:00
173718,16,W_Nabellenoffertes,2011-10-01 10:45:27+00:00,2011-10-01 10:44:58+00:00
173718,17,O_SELECTED,2011-10-01 10:46:52+00:00,2011-10-01 10:45:27+00:00
173718,18,O_CANCELLED,2011-10-01 10:46:52+00:00,2011-10-01 10:46:52+00:00
173718,19,O_CREATED,2011-10-01 10:46:54+00:00,2011-10-01 10:46:52+00:00
173718,20,O_SENT,2011-10-01 10:46:54+00:00,2011-10-01 10:46:54+00:00
173718,21,W_Nabellenoffertes,2011-10-01 10:46:54+00:00,2011-10-01 10:46:54+00:00
173718,22,W_Nabellenoffertes,2011-10-01 10:46:56+00:00,2011-10-01 10:46:54+00:00
173718,23,W_Nabellenoffertes,2011-10-01 10:47:14+00:00,2011-10-01 10:46:56+00:00
173718,24,W_Nabellenoffertes,2011-10-01 10:50:20+00:00,2011-10-01 10:47:14+00:00
173718,25,W_Nabellenoffertes,2011-10-01 10:50:29+00:00,2011-10-01 10:50:20+00:00
173718,26,W_Nabellenoffertes,2011-10-01 10:50:34+00:00,2011-10-01 10:50:29+00:00
173718,27,W_Nabellenoffertes,2011-10-08 16:29:16+00:00,2011-10-01 10:50:34+00:00
173718,28,W_Nabellenoffertes,2011-10-08 16:31:37+00:00,2011-10-08 16:29:16+00:00
173718,29,W_Nabellenoffertes,2011-10-10 10:54:21+00:00,2011-10-08 16:31:37+00:00
173718,30,O_SENT_BACK,2011-10-10 10:55:04+00:00,2011-10-10 10:54:21+00:00
173718,31,W_Validerenaanvraag,2011-10-10 10:55:05+00:00,2011-10-10 10:55:04+00:00
173718,32,W_Nabellenoffertes,2011-10-10 10:55:07+00:00,2011-10-10 10:55:05+00:00
173718,33,W_Validerenaanvraag,2011-10-13 12:09:25+00:00,2011-10-10 10:55:07+00:00
173718,34,W_Nabellenincompletedossiers,2011-10-13 12:36:10+00:00,2011-10-13 12:09:25+00:00
173718,35,W_Validerenaanvraag,2011-10-13 12:36:12+00:00,2011-10-13 12:36:10+00:00
173718,36,W_Nabellenincompletedossiers,2011-10-13 13:01:57+00:00,2011-10-13 12:36:12+00:00
173718,37,W_Nabellenincompletedossiers,2011-10-13 13:05:42+00:00,2011-10-13 13:01:57+00:00
173718,38,W_Nabellenincompletedossiers,2011-10-13 13:52:13+00:00,2011-10-13 13:05:42+00:00
173718,39,W_Nabellenincompletedossiers,2011-10-13 13:53:16+00:00,2011-10-13 13:52:13+00:00
173718,40,W_Nabellenincompletedossiers,2011-10-13 16:51:40+00:00,2011-10-13 13:53:16+00:00
173718,41,W_Nabellenincompletedossiers,2011-10-13 17:12:01+00:00,2011-10-13 16:51:40+00:00
173718,42,W_Nabellenincompletedossiers,2011-10-13 17:12:16+00:00,2011-10-13 17:12:01+00:00
173718,43,W_Nabellenincompletedossiers,2011-10-13 17:14:13+00:00,2011-10-13 17:12:16+00:00
173718,44,W_Nabellenincompletedossiers,2011-10-13 17:14:15+00:00,2011-10-13 17:14:13+00:00
173718,45,W_Nabellenincompletedossiers,2011-10-13 17:14:26+00:00,2011-10-13 17:14:15+00:00
173718,46,W_Nabellenincompletedossiers,2011-10-15 15:13:04+00:00,2011-10-13 17:14:26+00:00
173718,47,W_Nabellenincompletedossiers,2011-10-15 15:17:31+00:00,2011-10-15 15:13:04+00:00
